Course_Title,Degree_Level,Course_Domain,Start_Date,End_Date,Course_Link
MSc Applied Ecology and Conservation,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/msc-applied-ecology-and-conservation
MSc Advanced Practice - Distance Learning (Part Time),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/msc-advanced-practice-distance-learning-part-time
MSc Advanced Practice - Distance Learning,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/msc-advanced-practice-distance-learning
MSc Advanced Organic Chemistry,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/msc-advanced-organic-chemistry
MSc Advanced Computing Science (Part time),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/msc-advanced-computing-science-part-time
MSc Advanced Computing Science,POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/msc-advanced-computing-science
MSc Adult Nursing - Preregistration (February Start),POSTGRADUATE,COMPUTING SCIENCES,FEBRUARY 2024,FEBRUARY 2024,https://www.uea.ac.uk/course/postgraduate/msc-adult-nursing-preregistration-february-start
MSc Accounting and Finance,POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/msc-accounting-and-finance
MS Oncoplastic Breast Surgery (Part Time),POSTGRADUATE,COMPUTING SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/postgraduate/ms-oncoplastic-breast-surgery-part-time
MS Master of Surgery in Principles of Breast Oncoplasty (Part Time),POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ms-master-of-surgery-in-principles-of-breast-oncoplasty-part-time
MRes Social Science Research Methods (Part Time),POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mres-social-science-research-methods-part-time
MRes Philosophy,POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mres-philosophy
MRes Evolution and Genomics,POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mres-evolution-and-genomics
MRes Clinical Science,POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mres-clinical-science
MClinEd Clinical Education (Part time),POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mclined-clinical-education-part-time
MClinEd Clinical Education,POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mclined-clinical-education
MBA Master of Business Administration (Executive Part Time),POSTGRADUATE,COMPUTING SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mba-master-of-business-administration-executive-part-time
MBA Master of Business Administration,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/mba-master-of-business-administration
MA Theatre Directing: Text and Production (Part time),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-theatre-directing-text-and-production-part-time
MA Theatre Directing: Text and Production,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-theatre-directing-text-and-production
"MA The Arts of Africa, Oceania and the Americas",POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-the-arts-of-africa-oceania-and-the-americas
MA Teaching English to Speakers of Other Languages (TESOL) (Part Time),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-teaching-english-to-speakers-of-other-languages-tesol-part-time
MA Teaching English to Speakers of Other Languages (TESOL),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-teaching-english-to-speakers-of-other-languages-tesol
MA Social Work,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-social-work
MA Second Language Education (Part Time),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-second-language-education-part-time
MA Second Language Education,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-second-language-education
MA Public Policy and Public Management (Part Time),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-public-policy-and-public-management-part-time
MA Public Policy and Public Management,POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-public-policy-and-public-management
MA Modern History (Part Time),POSTGRADUATE,NORWICH BUSINESS SCHOOL,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-modern-history-part-time
MA Modern History,POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-modern-history
MA Modern and Contemporary Writing (Part time),POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-modern-and-contemporary-writing-part-time
MA Modern and Contemporary Writing,POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-modern-and-contemporary-writing
MA Medieval History (Part time),POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-medieval-history-part-time
MA Medieval History,POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-medieval-history
MA Medical and Health Humanities (Part Time),POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-medical-and-health-humanities-part-time
MA Medical and Health Humanities,POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-medical-and-health-humanities
"MA Media, Culture and Society (Part time)",POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-media-culture-and-society-part-time
"MA Media, Culture and Society",POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-media-culture-and-society
MA Media and Global Development,POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-media-and-global-development
MA Mathematics Education,POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-mathematics-education
MA Literary Translation (Part Time),POSTGRADUATE,HISTORY,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-literary-translation-part-time
MA Literary Translation,POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-literary-translation
MA International Security,POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-international-security
MA International Relations (Part time),POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-international-relations-part-time
MA International Relations,POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-international-relations
MA Interdisciplinary Japanese Studies - (Part Time),POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-interdisciplinary-japanese-studies-part-time
MA Interdisciplinary Japanese Studies,POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-interdisciplinary-japanese-studies
"MA Globalisation, Business and Sustainable Development",POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-globalisation-business-and-sustainable-development
MA Global Social Development,POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-global-social-development
MA Global Intercultural Communication (Part Time),POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-global-intercultural-communication-part-time
MA Global Intercultural Communication,POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-global-intercultural-communication
MA Global Development (Part Time),POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-global-development-part-time
MA Global Development (January 2024 Start),POSTGRADUATE,"LITERATURE, DRAMA AND CREATIVE WRITING",JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/postgraduate/ma-global-development-january-2024-start
MA Global Development,POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-global-development
MA Gender Studies,POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-gender-studies
MA Gender Analysis in Global Development,POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-gender-analysis-in-global-development
"MA Film, Television and Creative Practice (Part time)",POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-film-television-and-creative-practice-part-time
"MA Film, Television and Creative Practice",POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-film-television-and-creative-practice
MA Film Studies (Part time),POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-film-studies-part-time
MA Film Studies,POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-film-studies
"MA Education: Learning, Pedagogy and Assessment (Part Time)",POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-education-learning-pedagogy-and-assessment-part-time
"MA Education: Learning, Pedagogy and Assessment",POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-education-learning-pedagogy-and-assessment
MA Education and Development,POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-education-and-development
MA Early Modern History (Part time),POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-early-modern-history-part-time
MA Early Modern History,POSTGRADUATE,GLOBAL DEVELOPMENT,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-early-modern-history
MA Cultural Heritage and Museum Studies,POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-cultural-heritage-and-museum-studies
MA Creative Writing Scriptwriting (Part time),POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-creative-writing-scriptwriting-part-time
MA Creative Writing Scriptwriting,POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-creative-writing-scriptwriting
MA Creative Writing Prose Fiction (Part Time),POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-creative-writing-prose-fiction-part-time
MA Creative Writing Prose Fiction,POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-creative-writing-prose-fiction
MA Creative Writing Poetry (Part time),POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-creative-writing-poetry-part-time
MA Creative Writing Poetry,POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-creative-writing-poetry
MA Creative Writing (Non-Fiction),POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-creative-writing-non-fiction
"MA Conflict, Governance and Global Development",POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-conflict-governance-and-global-development
MA Broadcast and Digital Journalism UK (Part Time),POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-broadcast-and-digital-journalism-uk-part-time
MA Broadcast and Digital Journalism UK,POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-broadcast-and-digital-journalism-uk
MA Applied Translation Studies (Part time),POSTGRADUATE,"ART, MEDIA AND AMERICAN STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-applied-translation-studies-part-time
MA Applied Translation Studies,POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-applied-translation-studies
MA American Studies (Part time),POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-american-studies-part-time
MA American Studies,POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-american-studies
MA Agriculture and Rural Development,POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/ma-agriculture-and-rural-development
LLM Master of Laws (Part Time),POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-master-of-laws-part-time
LLM Master of Laws (Jan Start),POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/postgraduate/llm-master-of-laws-jan-start
LLM Master of Laws,POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-master-of-laws
LLM International Trade Law (Part Time),POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-international-trade-law-part-time
LLM International Trade Law (Jan Start),POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/postgraduate/llm-international-trade-law-jan-start
LLM International Trade Law,POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-international-trade-law
LLM International Commercial Dispute Resolution (Jan Start),POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/postgraduate/llm-international-commercial-dispute-resolution-jan-start
LLM International Commercial Dispute Resolution,POSTGRADUATE,"POLITICS, PHILOSOPHY LANGUAGE AND COMMUNICATION STUDIES",SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-international-commercial-dispute-resolution
LLM International Commercial and Business Law (Part Time),POSTGRADUATE,LAW,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-international-commercial-and-business-law-part-time
LLM International Commercial and Business Law (Jan Start),POSTGRADUATE,LAW,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/postgraduate/llm-international-commercial-and-business-law-jan-start
LLM International Commercial and Business Law,POSTGRADUATE,LAW,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-international-commercial-and-business-law
LLM Information Technology and Intellectual Property Law (Part Time),POSTGRADUATE,LAW,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-information-technology-and-intellectual-property-law-part-time
LLM Information Technology and Intellectual Property Law,POSTGRADUATE,LAW,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/llm-information-technology-and-intellectual-property-law
Graduate Diploma World Art Studies,POSTGRADUATE,LAW,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/graduate-diploma-world-art-studies
Graduate Diploma Economics,POSTGRADUATE,LAW,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/graduate-diploma-economics
GDIPL Graduate Diploma in Legal Studies,POSTGRADUATE,LAW,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/postgraduate/gdipl-graduate-diploma-in-legal-studies
Evidence Based High Intensity CBT High Intensity Therapist,POSTGRADUATE,LAW,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/postgraduate/evidence-based-high-intensity-cbt-high-intensity-therapist
Educational Mental Health Practitioner,POSTGRADUATE,LAW,AUGUST 2024,AUGUST 2024,https://www.uea.ac.uk/course/postgraduate/educational-mental-health-practitioner
Diploma of Higher Education in Advanced Pharmacy Technician Practice,POSTGRADUATE,LAW,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/postgraduate/diploma-of-higher-education-in-advanced-pharmacy-technician-practice
credpg INDEPENDENT PRESCRIBING FOR PHARMACISTS (CREDIT ONLY UEA) (Part Time),POSTGRADUATE,LAW,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/postgraduate/credpg-independent-prescribing-for-pharmacists-credit-only-uea-part-time
credpg Independent Prescribing For Pharmacists (Credit Only Harlow) (Part Time),POSTGRADUATE,PHARMACY,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/postgraduate/credpg-independent-prescribing-for-pharmacists-credit-only-harlow-part-time
Implementing Experimental Designs: Best Practices for Software Programming,POSTGRADUATE,PHARMACY,JUNE 2024,JUNE 2024,https://www.uea.ac.uk/course/summer-school/implementing-experimental-designs-best-practices-for-software-programming
Behavioral Game Theory,POSTGRADUATE,PHARMACY,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/summer-school/behavioral-game-theory
Bayesian SVARS,POSTGRADUATE,PHARMACY,MAY 2024,MAY 2024,https://www.uea.ac.uk/course/summer-school/bayesian-svars
Working with Older People: Biopsychosocial Approaches Level 7 (Health CPD),POSTGRADUATE,PHARMACY,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/working-with-older-people-biopsychosocial-approaches-level-7-health-cpd
Working with Older People: Biopsychosocial Approaches Level 6 (Health CPD),POSTGRADUATE,PHARMACY,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/working-with-older-people-biopsychosocial-approaches-level-6-health-cpd
Using Infection Control to Combat Antimicrobial Resistance,POSTGRADUATE,PHARMACY,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/using-infection-control-to-combat-antimicrobial-resistance
Using Evidence to Lead and Advance Practice Level 7 January (Health CPD),POSTGRADUATE,PHARMACY,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/using-evidence-to-lead-and-advance-practice-level-7-january-health-cpd
Using Evidence to Lead and Advance Practice Level 6 January (Health CPD),POSTGRADUATE,PHARMACY,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/using-evidence-to-lead-and-advance-practice-level-6-january-health-cpd
Transforming the Service Level 7 (Health CPD),POSTGRADUATE,PHARMACY,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/transforming-the-service-level-7-health-cpd
Transforming the Service Level 6 (Health CPD),POSTGRADUATE,PHARMACY,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/transforming-the-service-level-6-health-cpd
The Secret Power of Brands,POSTGRADUATE,PHARMACY,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/the-secret-power-of-brands
The Role of Personal Assistants in Disability Support,SHORT COURSE,MEDICINE,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/the-role-of-personal-assistants-in-disability-support
SWK-7034A Working with Men in Families,SHORT COURSE,MEDICINE,FEBRUARY 2023,FEBRUARY 2023,https://www.uea.ac.uk/course/short-course/swk-7034a-working-with-men-in-families
SWK-7026B Developing Professional Leadership,SHORT COURSE,MEDICINE,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/swk-7026b-developing-professional-leadership
SWK-7012B Working with Adolescents (North),SHORT COURSE,MEDICINE,FEBRUARY 2024,FEBRUARY 2024,https://www.uea.ac.uk/course/short-course/swk-7012b-working-with-adolescents-north
SWK-7009B and SWK-7010B Post Graduate Certificate Approved Mental Health Professional,SHORT COURSE,MEDICINE,FEBRUARY 2024,FEBRUARY 2024,https://www.uea.ac.uk/course/short-course/swk-7009b-and-swk-7010b-post-graduate-certificate-approved-mental-health-professional
SWK-7003B Models of Leadership and Management,SHORT COURSE,MEDICINE,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/swk-7003b-models-of-leadership-and-management
Summer Vacation Bioscience Research Scholarships,SHORT COURSE,MEDICINE,JUNE 2024,JUNE 2024,https://www.uea.ac.uk/course/short-course/summer-vacation-bioscience-research-scholarships
Professional Recognition Portfolio Level 7 (Health CPD),SHORT COURSE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/short-course/professional-recognition-portfolio-level-7-health-cpd
Professional Recognition Portfolio Level 6 (Health CPD),SHORT COURSE,MEDICINE,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/short-course/professional-recognition-portfolio-level-6-health-cpd
Professional Development for Early Career Teachers,SHORT COURSE,MEDICINE,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/professional-development-for-early-career-teachers
Preparing for University,SHORT COURSE,MEDICINE,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/preparing-for-university
Pre-Hospital Emergency Medicine for Healthcare Professionals 2 Level 7 (Health CPD),SHORT COURSE,MEDICINE,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/pre-hospital-emergency-medicine-for-healthcare-professionals-2-level-7-health-cpd
Pre-Hospital Emergency Medicine for Healthcare Professionals 1: Systems and Resources Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/pre-hospital-emergency-medicine-for-healthcare-professionals-1-systems-and-resources-level-7-health-cpd
Policy Implementation and Evaluation Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/policy-implementation-and-evaluation-level-7-health-cpd
Perinatal Mental Health Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/perinatal-mental-health-level-7-health-cpd
Pathophysiology Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/pathophysiology-level-7-health-cpd
Pathophysiology Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/pathophysiology-level-6-health-cpd
Paediatric Examination and Assessment Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/paediatric-examination-and-assessment-level-6-health-cpd
Newly Qualified Pharmacist training pathway (NQP),SHORT COURSE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/short-course/newly-qualified-pharmacist-training-pathway
The Secret Power of Brands,SHORT COURSE,HEALTH SCIENCES,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/na-the-secret-power-of-brands
Minor Injuries Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/minor-injuries-level-7-health-cpd
Minor Injuries Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/minor-injuries-level-6-health-cpd
Minor Illness Level 7 (April) (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/minor-illness-level-7-april-health-cpd
